iata_id,agency,city,country,region,continent,vehicle_id,trip_id,route_id,latitude,longitude,datetime,duration
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4005,3121634,7A,44.67168045043945,-63.61235809326172,1754793171,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4030,3122054,7B,44.67156982421875,-63.61231994628906,1754793183,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3291,3116592,30B,44.660831451416016,-63.66360092163086,1754793228,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3335,3113934,2,44.660980224609375,-63.66257858276367,1754793381,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3301,3119136,56,44.69881057739258,-63.607479095458984,1754793454,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3301,3119136,56,44.69881057739258,-63.60749053955078,1754793575,331
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3301,3119136,56,44.69879150390625,-63.60749816894531,1754794118,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3361,3116334,30A,44.66104888916016,-63.66241836547851,1754794141,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3109,3121256,72,44.71432876586914,-63.56951141357422,1754794392,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3361,3116334,30A,44.66104888916016,-63.662410736083984,1754794593,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4031,3115968,3,44.69844055175781,-63.60721969604492,1754795328,362
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2743,3112185,1,44.64767074584961,-63.620330810546875,1754795396,543
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2534,3116773,320,44.88587188720703,-63.51565170288086,1754795403,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3361,3115970,3,44.648441314697266,-63.621280670166016,1754795860,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3257,3119137,56,44.69839096069336,-63.60725021362305,1754796359,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4009,3117365,4,44.636600494384766,-63.59627914428711,1754796506,1630
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3329,3115933,3,44.663570404052734,-63.64733123779297,1754796678,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2738,3113936,2,44.660770416259766,-63.66289138793945,1754796685,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4031,3115934,3,44.68444061279297,-63.589088439941406,1754796686,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3257,3119137,56,44.69839859008789,-63.60723876953125,1754796691,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2534,3116793,320,44.802730560302734,-63.59751892089844,1754796700,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3331,3113064,10C,44.63676834106445,-63.589820861816406,1754796974,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3358,3117915,5,44.670799255371094,-63.53815841674805,1754798556,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3358,3124818,ecs,44.69404983520508,-63.58311080932617,1754799944,272
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2527,3116794,320,44.67008972167969,-63.57400894165039,1754811174,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2760,3122548,8,44.6555290222168,-63.67317962646485,1754814763,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2760,3122548,8,44.655540466308594,-63.67317962646485,1754814939,297
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3186,3122148,7B,44.69327926635742,-63.58417892456055,1754815901,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3321,3115972,3,44.69837951660156,-63.607208251953125,1754816291,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3289,3113067,10C,44.6367301940918,-63.58977127075195,1754816296,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3390,3120877,6B,44.6711311340332,-63.57497024536133,1754816308,543
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3360,3122549,8,44.767791748046875,-63.69947052001953,1754816383,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3402,3121638,7A,44.67171096801758,-63.612300872802734,1754816570,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2755,3124724,9B,44.57057189941406,-63.568870544433594,1754816578,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3281,3120898,6B,44.62675094604492,-63.51536178588867,1754817262,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3390,3120877,6B,44.6711311340332,-63.57495880126953,1754817272,512
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3162,3122900,83,44.767940521240234,-63.69805145263672,1754817346,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3343,3123406,86,44.76802062988281,-63.69841003417969,1754817424,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3402,3121638,7A,44.65058135986328,-63.57579040527344,1754817595,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3390,3120877,6B,44.671119689941406,-63.57495880126953,1754817845,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4006,3114621,22,44.64789962768555,-63.62051010131836,1754817861,571
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3281,3120898,6B,44.607078552246094,-63.46957015991211,1754817866,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3122513,8,44.64952850341797,-63.575321197509766,1754817869,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2756,3112254,1,44.64775848388672,-63.62038040161133,1754817942,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2756,3112254,1,44.64775848388672,-63.62036895751953,1754818606,215
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3359,3113996,2,44.66046142578125,-63.66339874267578,1754818635,995
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3359,3113996,2,44.66046142578125,-63.66341018676758,1754818937,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3402,3121674,7A,44.67168045043945,-63.612281799316406,1754818948,150
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4042,3122512,8,44.754451751708984,-63.663089752197266,1754819100,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3359,3113996,2,44.66044998168945,-63.66339874267578,1754819269,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3402,3121674,7A,44.671669006347656,-63.612281799316406,1754819279,963
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2747,3112190,1,44.6708984375,-63.57484817504883,1754819315,59
