iata_id,agency,city,country,region,continent,vehicle_id,trip_id,route_id,latitude,longitude,datetime,duration
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3219,3117713,433,44.661170959472656,-63.66233825683594,1751538740,119
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3264,3120189,64,44.70344924926758,-63.57530975341797,1751538756,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3116633,30B,44.66061019897461,-63.66316986083984,1751538760,332
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3109,3115391,28,44.6478385925293,-63.62044143676758,1751538768,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3408,3123101,84,44.76795959472656,-63.69894027709961,1751539041,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3120190,64,44.70343017578125,-63.57538986206055,1751539651,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2754,3116064,3,44.660850524902344,-63.66352081298828,1751539760,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3373,3117479,4,44.66104888916016,-63.66320037841797,1751539844,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3331,3117157,39,44.67108154296875,-63.57490921020508,1751539979,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3169,3113285,127,44.62712860107422,-63.62535095214844,1751539988,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3373,3117479,4,44.660980224609375,-63.66286849975586,1751540146,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3135,3116070,3,44.69921875,-63.607688903808594,1751540811,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3116669,30B,44.66106033325195,-63.66228103637695,1751540811,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2761,3124493,9A,44.5889892578125,-63.59349060058594,1751541421,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3318,3116132,3,44.66083908081055,-63.66270065307617,1751541432,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3278,3118839,54,44.670501708984375,-63.573970794677734,1751541504,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3173,3122265,7B,44.65079116821289,-63.575809478759766,1751541530,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3272,3120922,6B,44.67015838623047,-63.574668884277344,1751541535,392
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117158,39,44.67094039916992,-63.57466125488281,1751541637,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3278,3118839,54,44.670509338378906,-63.573970794677734,1751541654,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3135,3116070,3,44.69401168823242,-63.58306884765625,1751541686,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3225,3116066,3,44.660770416259766,-63.6628303527832,1751541845,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3319,3120194,64,44.69921112060547,-63.60771942138672,1751541849,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3304,3113722,192,44.70206069946289,-63.66123962402344,1751541851,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2749,3115423,28,44.64796829223633,-63.62038040161133,1751541855,48
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3278,3118839,54,44.67023086547851,-63.57371139526367,1751541865,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117158,39,44.67013931274414,-63.57350158691406,1751541969,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3399,3122642,8,44.65470123291016,-63.62797927856445,1751542703,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3397,3121790,7A,44.671730041503906,-63.612300872802734,1751542707,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3395,3122795,82,44.75450897216797,-63.66307067871094,1751542715,180
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3401,3122645,8,44.76787185668945,-63.69866943359375,1751543323,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3319,3120194,64,44.703460693359375,-63.5753288269043,1751543356,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3245,3114699,22,44.62968063354492,-63.668800354003906,1751543422,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3312,3120161,64,44.69873809814453,-63.6074104309082,1751543441,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3275,3116068,3,44.660858154296875,-63.66263961791992,1751543579,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3117570,4,44.63656997680664,-63.58974838256836,1751543585,48
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3381,3118654,53,44.66490936279297,-63.56938171386719,1751543586,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3312,3120161,64,44.69873046875,-63.6074104309082,1751543592,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3364,3120637,68,44.6699104309082,-63.505470275878906,1751543597,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3378,3121791,7A,44.67171096801758,-63.61228942871094,1751543598,332
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3245,3114699,22,44.62968063354492,-63.66878890991211,1751543603,78
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2526,3116866,320,44.67010116577149,-63.57398986816406,1751543638,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3121,3116133,3,44.64836883544922,-63.621150970458984,1751543900,272
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117158,39,44.66096878051758,-63.66249084472656,1751544261,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3327,3119436,58,44.66965103149414,-63.5053596496582,1751544264,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3123,3123104,84,44.767791748046875,-63.69853973388672,1751544274,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3116671,30B,44.66072082519531,-63.66376876831055,1751544392,392
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3264,3116131,3,44.69873046875,-63.60737991333008,1751545150,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3108,3119277,56,44.69839096069336,-63.60717010498047,1751545153,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3378,3121723,7A,44.65058898925781,-63.57583999633789,1751545164,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3135,3116070,3,44.661128997802734,-63.66292953491211,1751545486,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3346,3123794,88,44.76525115966797,-63.69343185424805,1751545657,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3326,3119589,59,44.67005157470703,-63.50551986694336,1751546112,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3112586,10A,44.67013931274414,-63.57347106933594,1751546118,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3381,3116075,3,44.6939811706543,-63.58309173583984,1751546991,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117577,4,44.636600494384766,-63.5897102355957,1751547035,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117577,4,44.63676071166992,-63.58980178833008,1751547370,63
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3301,3119279,56,44.69926071166992,-63.60774993896485,1751548381,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3272,3119421,58,44.671260833740234,-63.53998947143555,1751548804,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3264,3116074,3,44.66106033325195,-63.6626091003418,1751549734,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3278,3120482,67,44.64897155761719,-63.54800033569336,1751549737,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2531,3116843,320,44.67012023925781,-63.57400894165039,1751549739,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3116674,30B,44.66057968139648,-63.663909912109375,1751549824,301
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3309,3123106,84,44.767940521240234,-63.69844055175781,1751549989,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3412,3124500,9A,44.60287094116211,-63.61140823364258,1751550010,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3263,3117490,4,44.66054916381836,-63.66334915161133,1751550051,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3225,3116078,3,44.69403839111328,-63.583099365234375,1751550562,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3340,3114102,2,44.66096878051758,-63.662540435791016,1751551071,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3120762,6A,44.64902114868164,-63.548221588134766,1751551564,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2742,3112452,1,44.64786148071289,-63.62042999267578,1751552281,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3346,3113143,10C,44.636470794677734,-63.58961868286133,1751552292,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3135,3122653,8,44.76787185668945,-63.69926071166992,1751552723,242
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3411,3123108,84,44.65114974975586,-63.576290130615234,1751552726,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3303,3117493,4,44.66115188598633,-63.662940979003906,1751552968,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3309,3118694,53,44.68428039550781,-63.58927917480469,1751552975,392
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3411,3123108,84,44.6509895324707,-63.576171875,1751553329,393
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3264,3116081,3,44.69403076171875,-63.58311080932617,1751554288,151
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3320,3121118,6C,44.6710090637207,-63.57474136352539,1751554340,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3389,3118065,5,44.66976165771485,-63.50545883178711,1751554350,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2730,3124783,9B,44.65134811401367,-63.57632827758789,1751555112,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3406,3123645,87,44.670780181884766,-63.57522964477539,1751555359,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3323,3123307,85,44.76789855957031,-63.69919967651367,1751555383,77
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3274,3121362,72,44.66984176635742,-63.50545120239258,1751556399,694
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2722,3112458,1,44.64786148071289,-63.62042999267578,1751556441,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3114109,2,44.658050537109375,-63.63787841796875,1751556471,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3411,3123108,84,44.76782989501953,-63.69935989379883,1751556493,301
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3309,3120201,64,44.69879150390625,-63.60744857788086,1751556804,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3301,3119284,56,44.69913864135742,-63.607669830322266,1751556856,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3309,3120201,64,44.69879913330078,-63.60744857788086,1751556985,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3321,3118068,5,44.66984939575195,-63.50545883178711,1751557045,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3405,3124235,91,44.72283935546875,-63.69784927368164,1751557059,150
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3412,3124506,9A,44.589019775390625,-63.59352111816406,1751557356,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3333,3114388,21,44.66070938110352,-63.66376876831055,1751557372,89
