iata_id,agency,city,country,region,continent,vehicle_id,trip_id,route_id,latitude,longitude,datetime,duration
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3319,3120432,67,44.648948669433594,-63.54798126220703,1749309837,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3194,3120843,6B,44.67107009887695,-63.57469940185547,1749309893,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3283,3123221,85,44.78205108642578,-63.70833969116211,1749309897,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3390,3121267,72,44.66965866088867,-63.505409240722656,1749309899,421
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3397,3121601,7A,44.67169189453125,-63.61233139038086,1749309908,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3120281,65,44.66962814331055,-63.50555038452149,1749309991,300
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4021,3122021,7B,44.67156982421875,-63.612300872802734,1749310000,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3098,3123580,87,44.6704216003418,-63.57368850708008,1749310204,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3115560,29,44.62577819824219,-63.57440948486328,1749310394,813
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3397,3121601,7A,44.67169189453125,-63.61231994628906,1749310480,180
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3306,3115908,3,44.66083908081055,-63.66352844238281,1749310489,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3338,3119149,56,44.67015838623047,-63.573490142822266,1749310648,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2756,3112064,1,44.640140533447266,-63.587249755859375,1749310766,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3115945,3,44.698760986328125,-63.60742950439453,1749310828,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2735,3122450,8,44.654571533203125,-63.62791061401367,1749310892,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3248,3116312,30A,44.66115188598633,-63.66292953491211,1749311046,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2761,3113898,2,44.66067886352539,-63.66305923461914,1749311243,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3275,3123750,88,44.76799011230469,-63.6987190246582,1749311244,362
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3405,3121268,72,44.66992950439453,-63.50555038452149,1749311550,452
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3119523,59,44.66962814331055,-63.50556182861328,1749311764,632
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2728,3113961,2,44.660888671875,-63.66265106201172,1749311840,512
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4021,3122078,7B,44.6507682800293,-63.57585906982422,1749311929,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3405,3121268,72,44.66992950439453,-63.50556182861328,1749312093,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3354,3114285,21,44.66104888916016,-63.6626091003418,1749312164,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3394,3119677,61,44.6697998046875,-63.505619049072266,1749312173,180
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3296,3123395,86,44.76805877685547,-63.69847869873047,1749312557,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3327,3114816,24,44.648441314697266,-63.621280670166016,1749312646,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3339,3118779,54,44.6696891784668,-63.5648193359375,1749312660,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2722,3123038,84,44.767879486083984,-63.69852828979492,1749312715,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3283,3124171,91,44.64788055419922,-63.62044143676758,1749312733,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3407,3117034,39,44.670108795166016,-63.57355880737305,1749312747,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3115595,29,44.66722869873047,-63.60654830932617,1749312983,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3344,3117069,39,44.66083908081055,-63.66278839111328,1749313614,211
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3397,3121604,7A,44.670799255371094,-63.61103820800781,1749313641,603
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3298,3118946,55,44.67105865478515,-63.57508850097656,1749313661,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3390,3121240,72,44.71427917480469,-63.569488525390625,1749313663,181
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3120282,65,44.66962814331055,-63.50556945800781,1749313750,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3115595,29,44.64767074584961,-63.620338439941406,1749313916,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2735,3122450,8,44.76782989501953,-63.69866180419922,1749314028,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3305,3117938,5,44.6509895324707,-63.576141357421875,1749314042,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3344,3117069,39,44.660831451416016,-63.66278839111328,1749314187,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3194,3121036,6C,44.6710090637207,-63.57479095458984,1749314416,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3374,3115595,29,44.65507125854492,-63.62791061401367,1749314518,302
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3357,3115297,28,44.66075897216797,-63.662960052490234,1749314520,242
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3306,3115947,3,44.698429107666016,-63.60723876953125,1749314561,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2735,3122450,8,44.76784133911133,-63.69865036010742,1749314692,603
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4017,3122025,7B,44.671539306640625,-63.61233139038086,1749314712,482
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3275,3123751,88,44.76799011230469,-63.6987190246582,1749314863,120
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3194,3121036,6C,44.670989990234375,-63.57479095458984,1749314868,603
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3248,3116314,30A,44.66115188598633,-63.66294860839844,1749314877,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3357,3115297,28,44.660770416259766,-63.662960052490234,1749314882,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2723,3112142,1,44.64812088012695,-63.62083053588867,1749314912,302
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3159,3115911,3,44.66080856323242,-63.66278839111328,1749315049,694
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3386,3119524,59,44.669620513916016,-63.50556182861328,1749315074,1113
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3407,3117070,39,44.66067123413086,-63.663780212402344,1749315183,89
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3167,3123583,87,44.67020034790039,-63.573360443115234,1749315305,121
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3296,3123396,86,44.76808166503906,-63.698299407958984,1749315453,61
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3238,3114852,24,44.59537887573242,-63.63665008544922,1749315454,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2756,3112143,1,44.647911071777344,-63.62051010131836,1749315470,272
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3397,3121553,7A,44.65040969848633,-63.57575988769531,1749315478,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3275,3123751,88,44.76797866821289,-63.6987190246582,1749315647,271
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3407,3117070,39,44.66067886352539,-63.66379165649414,1749315936,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3210,3115596,29,44.65509033203125,-63.62786102294922,1749316277,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3362,3117884,5,44.66986083984375,-63.50545883178711,1749316444,91
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3210,3115596,29,44.655120849609375,-63.62788009643555,1749316458,90
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,2745,3112144,1,44.64786911010742,-63.62044143676758,1749316510,241
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3362,3117884,5,44.67002868652344,-63.505859375,1749316746,59
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3272,3118311,51A,44.6709098815918,-63.575401306152344,1749316749,60
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,4021,3122027,7B,44.67158889770508,-63.612300872802734,1749316992,541
YHZ,Halifax Transit,Halifax,Canada,Canada East,North America,3327,3114820,24,44.59579849243164,-63.63600158691406,1749317020,421
